Last,First,Solo,Ast,Tot,TFL,tfl_yds,FF,FR,fr_yds,Int,int_yds,BrUp,Blkd,Sack,sack_yds,QH,GameID,Date,Home Team,Away Team,Home Score,Away Score,Texas Result,Link,Season
Sorrell,Barryn,0,3,3,0,0,0,0,0.0,0.0,0.0,0,0.0,0,0,0,kansas_texas_9_30_2023,2023-09-30,texas,kansas,40.0,14.0,Win,https://texassports.com/sports/football/stats/2023/kansas/boxscore/15532,2023
Murphy II,Byron,1,2,3,0,0,0,0,0.0,0.0,0.0,0,0.0,0,0,0,kansas_texas_9_30_2023,2023-09-30,texas,kansas,40.0,14.0,Win,https://texassports.com/sports/football/stats/2023/kansas/boxscore/15532,2023
Burke,Ethan,1,2,3,0,0,0,0,0.0,0.0,0.0,0,0.0,0,0,0,kansas_texas_9_30_2023,2023-09-30,texas,kansas,40.0,14.0,Win,https://texassports.com/sports/football/stats/2023/kansas/boxscore/15532,2023
Catalon,Jalen,3,0,3,0,0,1,0,0.0,0.0,0.0,0,0.0,0,0,0,kansas_texas_9_30_2023,2023-09-30,texas,kansas,40.0,14.0,Win,https://texassports.com/sports/football/stats/2023/kansas/boxscore/15532,2023
Watts,Ryan,2,0,2,0,0,0,0,0.0,0.0,0.0,0,0.0,0,0,0,kansas_texas_9_30_2023,2023-09-30,texas,kansas,40.0,14.0,Win,https://texassports.com/sports/football/stats/2023/kansas/boxscore/15532,2023
Crawford,Kitan,2,0,2,0,0,0,0,0.0,0.0,0.0,0,0.0,0,0,0,kansas_texas_9_30_2023,2023-09-30,texas,kansas,40.0,14.0,Win,https://texassports.com/sports/football/stats/2023/kansas/boxscore/15532,2023
Sweat,T'Vondre,0,2,2,0,0,0,0,0.0,0.0,0.0,0,0.0,0,0,1,kansas_texas_9_30_2023,2023-09-30,texas,kansas,40.0,14.0,Win,https://texassports.com/sports/football/stats/2023/kansas/boxscore/15532,2023
Collins,Alfred,0,1,1,0,0,0,0,0.0,0.0,0.0,0,0.0,0,0,0,kansas_texas_9_30_2023,2023-09-30,texas,kansas,40.0,14.0,Win,https://texassports.com/sports/football/stats/2023/kansas/boxscore/15532,2023
Hill Jr.,Anthony,0,1,1,0,0,0,0,0.0,0.0,0.0,0,0.0,0,0,0,kansas_texas_9_30_2023,2023-09-30,texas,kansas,40.0,14.0,Win,https://texassports.com/sports/football/stats/2023/kansas/boxscore/15532,2023
Worthy,Xavier,1,0,1,0,0,0,0,0.0,0.0,0.0,0,0.0,0,0,0,kansas_texas_9_30_2023,2023-09-30,texas,kansas,40.0,14.0,Win,https://texassports.com/sports/football/stats/2023/kansas/boxscore/15532,2023
Finkley,Justice,1,0,1,0,0,0,0,0.0,0.0,0.0,0,0.0,0,0,0,kansas_texas_9_30_2023,2023-09-30,texas,kansas,40.0,14.0,Win,https://texassports.com/sports/football/stats/2023/kansas/boxscore/15532,2023
Muhammad,Malik,0,1,1,0,0,0,0,0.0,0.0,0.0,0,0.0,0,0,0,kansas_texas_9_30_2023,2023-09-30,texas,kansas,40.0,14.0,Win,https://texassports.com/sports/football/stats/2023/kansas/boxscore/15532,2023
Taaffe,Michael,1,0,1,1.0,4,0,0,0.0,0.0,0.0,0,0.0,0,0,1,kansas_texas_9_30_2023,2023-09-30,texas,kansas,40.0,14.0,Win,https://texassports.com/sports/football/stats/2023/kansas/boxscore/15532,2023
Lefau,Liona,1,0,1,0,0,0,0,0.0,0.0,0.0,0,0.0,0,0,0,kansas_texas_9_30_2023,2023-09-30,texas,kansas,40.0,14.0,Win,https://texassports.com/sports/football/stats/2023/kansas/boxscore/15532,2023
Blue,Jaydon,1,0,1,0,0,0,0,0.0,0.0,0.0,0,0.0,0,0,0,kansas_texas_9_30_2023,2023-09-30,texas,kansas,40.0,14.0,Win,https://texassports.com/sports/football/stats/2023/kansas/boxscore/15532,2023
Broughton,Vernon,0,1,1,0,0,0,0,0.0,0.0,0.0,0,0.0,0,0,0,kansas_texas_9_30_2023,2023-09-30,texas,kansas,40.0,14.0,Win,https://texassports.com/sports/football/stats/2023/kansas/boxscore/15532,2023
Mitchell,Sydir,1,0,1,0,0,0,0,0.0,0.0,0.0,0,0.0,0,0,0,kansas_texas_9_30_2023,2023-09-30,texas,kansas,40.0,14.0,Win,https://texassports.com/sports/football/stats/2023/kansas/boxscore/15532,2023
Brooks,Terrance,0,0,0,0,0,0,0,0.0,0.0,0.0,1,0.0,0,0,0,kansas_texas_9_30_2023,2023-09-30,texas,kansas,40.0,14.0,Win,https://texassports.com/sports/football/stats/2023/kansas/boxscore/15532,2023
Ewers,Quinn,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0.0,0,0,0,kansas_texas_9_30_2023,2023-09-30,texas,kansas,40.0,14.0,Win,https://texassports.com/sports/football/stats/2023/kansas/boxscore/15532,2023
Mitchell,Adonai,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0.0,0,0,0,kansas_texas_9_30_2023,2023-09-30,texas,kansas,40.0,14.0,Win,https://texassports.com/sports/football/stats/2023/kansas/boxscore/15532,2023
Brooks,Jonathon,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0.0,0,0,0,kansas_texas_9_30_2023,2023-09-30,texas,kansas,40.0,14.0,Win,https://texassports.com/sports/football/stats/2023/kansas/boxscore/15532,2023
Auburn,Bert,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0.0,0,0,0,kansas_texas_9_30_2023,2023-09-30,texas,kansas,40.0,14.0,Win,https://texassports.com/sports/football/stats/2023/kansas/boxscore/15532,2023
Bledsoe,Jaray,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0.0,0,0,1,kansas_texas_9_30_2023,2023-09-30,texas,kansas,40.0,14.0,Win,https://texassports.com/sports/football/stats/2023/kansas/boxscore/15532,2023
Barron,Jahdae,5,6,11,1.0,4,0,0,0.0,0.0,0.0,0,0,0,0,0,oklahoma_texas_10_7_2023,2023-10-07,texas,oklahoma,30.0,34.0,Loss,https://texassports.com/sports/football/stats/2023/oklahoma/boxscore/15533,2023
Ford,Jaylan,3,5,8,1.0,2,0,0,0.0,0.0,0.0,0,0,0,0,1,oklahoma_texas_10_7_2023,2023-10-07,texas,oklahoma,30.0,34.0,Loss,https://texassports.com/sports/football/stats/2023/oklahoma/boxscore/15533,2023
Hill Jr.,Anthony,5,3,8,1.5,2,0,0,0.0,0.0,0.0,1,0,1.0,1,0,oklahoma_texas_10_7_2023,2023-10-07,texas,oklahoma,30.0,34.0,Loss,https://texassports.com/sports/football/stats/2023/oklahoma/boxscore/15533,2023
Burke,Ethan,3,3,6,0.5,1,0,0,0.0,0.0,0.0,0,0,0,0,0,oklahoma_texas_10_7_2023,2023-10-07,texas,oklahoma,30.0,34.0,Loss,https://texassports.com/sports/football/stats/2023/oklahoma/boxscore/15533,2023
Brooks,Terrance,4,1,5,0,0,0,0,0.0,0.0,0.0,2,0,0,0,0,oklahoma_texas_10_7_2023,2023-10-07,texas,oklahoma,30.0,34.0,Loss,https://texassports.com/sports/football/stats/2023/oklahoma/boxscore/15533,2023
Thompson,Jerrin,4,1,5,0,0,0,0,0.0,0.0,0.0,2,0,0,0,0,oklahoma_texas_10_7_2023,2023-10-07,texas,oklahoma,30.0,34.0,Loss,https://texassports.com/sports/football/stats/2023/oklahoma/boxscore/15533,2023
Sorrell,Barryn,4,1,5,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,oklahoma_texas_10_7_2023,2023-10-07,texas,oklahoma,30.0,34.0,Loss,https://texassports.com/sports/football/stats/2023/oklahoma/boxscore/15533,2023
Gbenda,David,2,2,4,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,oklahoma_texas_10_7_2023,2023-10-07,texas,oklahoma,30.0,34.0,Loss,https://texassports.com/sports/football/stats/2023/oklahoma/boxscore/15533,2023
Williams Jr.,Derek,1,3,4,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,oklahoma_texas_10_7_2023,2023-10-07,texas,oklahoma,30.0,34.0,Loss,https://texassports.com/sports/football/stats/2023/oklahoma/boxscore/15533,2023
Holmes,Gavin,3,0,3,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,oklahoma_texas_10_7_2023,2023-10-07,texas,oklahoma,30.0,34.0,Loss,https://texassports.com/sports/football/stats/2023/oklahoma/boxscore/15533,2023
Sweat,T'Vondre,1,2,3,0.5,0,0,0,0.0,0.0,0.0,0,0,0,0,1,oklahoma_texas_10_7_2023,2023-10-07,texas,oklahoma,30.0,34.0,Loss,https://texassports.com/sports/football/stats/2023/oklahoma/boxscore/15533,2023
Collins,Alfred,1,1,2,0,0,0,0,0.0,0.0,0.0,1,0,0,0,0,oklahoma_texas_10_7_2023,2023-10-07,texas,oklahoma,30.0,34.0,Loss,https://texassports.com/sports/football/stats/2023/oklahoma/boxscore/15533,2023
Crawford,Kitan,1,1,2,0,0,0,0,0.0,0.0,0.0,0,1,0,0,0,oklahoma_texas_10_7_2023,2023-10-07,texas,oklahoma,30.0,34.0,Loss,https://texassports.com/sports/football/stats/2023/oklahoma/boxscore/15533,2023
Blackwell Jr.,Morice,2,0,2,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,oklahoma_texas_10_7_2023,2023-10-07,texas,oklahoma,30.0,34.0,Loss,https://texassports.com/sports/football/stats/2023/oklahoma/boxscore/15533,2023
Bush,Jett,1,1,2,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,oklahoma_texas_10_7_2023,2023-10-07,texas,oklahoma,30.0,34.0,Loss,https://texassports.com/sports/football/stats/2023/oklahoma/boxscore/15533,2023
Carter,Trill,0,2,2,0.5,0,0,0,0.0,0.0,0.0,0,0,0,0,0,oklahoma_texas_10_7_2023,2023-10-07,texas,oklahoma,30.0,34.0,Loss,https://texassports.com/sports/football/stats/2023/oklahoma/boxscore/15533,2023
Catalon,Jalen,1,0,1,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,oklahoma_texas_10_7_2023,2023-10-07,texas,oklahoma,30.0,34.0,Loss,https://texassports.com/sports/football/stats/2023/oklahoma/boxscore/15533,2023
Murphy II,Byron,1,0,1,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,oklahoma_texas_10_7_2023,2023-10-07,texas,oklahoma,30.0,34.0,Loss,https://texassports.com/sports/football/stats/2023/oklahoma/boxscore/15533,2023
Stone,Will,1,0,1,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,oklahoma_texas_10_7_2023,2023-10-07,texas,oklahoma,30.0,34.0,Loss,https://texassports.com/sports/football/stats/2023/oklahoma/boxscore/15533,2023
Taaffe,Michael,1,0,1,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,oklahoma_texas_10_7_2023,2023-10-07,texas,oklahoma,30.0,34.0,Loss,https://texassports.com/sports/football/stats/2023/oklahoma/boxscore/15533,2023
Broughton,Vernon,0,1,1,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,oklahoma_texas_10_7_2023,2023-10-07,texas,oklahoma,30.0,34.0,Loss,https://texassports.com/sports/football/stats/2023/oklahoma/boxscore/15533,2023
Conner,Hayden,1,0,1,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,oklahoma_texas_10_7_2023,2023-10-07,texas,oklahoma,30.0,34.0,Loss,https://texassports.com/sports/football/stats/2023/oklahoma/boxscore/15533,2023
Bledsoe,Jaray,0,1,1,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,oklahoma_texas_10_7_2023,2023-10-07,texas,oklahoma,30.0,34.0,Loss,https://texassports.com/sports/football/stats/2023/oklahoma/boxscore/15533,2023
Ewers,Quinn,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,oklahoma_texas_10_7_2023,2023-10-07,texas,oklahoma,30.0,34.0,Loss,https://texassports.com/sports/football/stats/2023/oklahoma/boxscore/15533,2023
Muhammad,Malik,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,oklahoma_texas_10_7_2023,2023-10-07,texas,oklahoma,30.0,34.0,Loss,https://texassports.com/sports/football/stats/2023/oklahoma/boxscore/15533,2023
Brooks,Jonathon,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,oklahoma_texas_10_7_2023,2023-10-07,texas,oklahoma,30.0,34.0,Loss,https://texassports.com/sports/football/stats/2023/oklahoma/boxscore/15533,2023
Auburn,Bert,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,oklahoma_texas_10_7_2023,2023-10-07,texas,oklahoma,30.0,34.0,Loss,https://texassports.com/sports/football/stats/2023/oklahoma/boxscore/15533,2023
Helm,Gunnar,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,oklahoma_texas_10_7_2023,2023-10-07,texas,oklahoma,30.0,34.0,Loss,https://texassports.com/sports/football/stats/2023/oklahoma/boxscore/15533,2023
Taaffe,Michael,5,3,8,0,0,0,0,0.0,1.0,0.0,1,0,0,0,0,texas_houston_10_21_2023,2023-10-21,houston,texas,24.0,31.0,Win,https://texassports.com/sports/football/stats/2023/houston/boxscore/15534,2023
Williams Jr.,Derek,3,3,6,0,0,0,0,0.0,0.0,0.0,1,0,0,0,0,texas_houston_10_21_2023,2023-10-21,houston,texas,24.0,31.0,Win,https://texassports.com/sports/football/stats/2023/houston/boxscore/15534,2023
Ford,Jaylan,2,4,6,2.5,11,1,0,0.0,0.0,0.0,0,0,1.0,9,0,texas_houston_10_21_2023,2023-10-21,houston,texas,24.0,31.0,Win,https://texassports.com/sports/football/stats/2023/houston/boxscore/15534,2023
Hill Jr.,Anthony,1,4,5,0.5,1,0,0,0.0,0.0,0.0,0,0,0,0,0,texas_houston_10_21_2023,2023-10-21,houston,texas,24.0,31.0,Win,https://texassports.com/sports/football/stats/2023/houston/boxscore/15534,2023
Thompson,Jerrin,5,0,5,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,texas_houston_10_21_2023,2023-10-21,houston,texas,24.0,31.0,Win,https://texassports.com/sports/football/stats/2023/houston/boxscore/15534,2023
Barron,Jahdae,2,2,4,0,0,0,0,0.0,0.0,0.0,1,0,0,0,0,texas_houston_10_21_2023,2023-10-21,houston,texas,24.0,31.0,Win,https://texassports.com/sports/football/stats/2023/houston/boxscore/15534,2023
Burke,Ethan,1,3,4,1.0,1,0,0,0.0,0.0,0.0,0,0,1.0,1,0,texas_houston_10_21_2023,2023-10-21,houston,texas,24.0,31.0,Win,https://texassports.com/sports/football/stats/2023/houston/boxscore/15534,2023
Muhammad,Malik,2,1,3,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,texas_houston_10_21_2023,2023-10-21,houston,texas,24.0,31.0,Win,https://texassports.com/sports/football/stats/2023/houston/boxscore/15534,2023
Crawford,Kitan,3,0,3,1.0,2,0,0,0.0,0.0,0.0,0,0,0,0,0,texas_houston_10_21_2023,2023-10-21,houston,texas,24.0,31.0,Win,https://texassports.com/sports/football/stats/2023/houston/boxscore/15534,2023
Gbenda,David,2,1,3,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,texas_houston_10_21_2023,2023-10-21,houston,texas,24.0,31.0,Win,https://texassports.com/sports/football/stats/2023/houston/boxscore/15534,2023
Finkley,Justice,2,0,2,1.0,2,0,0,0.0,0.0,0.0,0,0,0,0,0,texas_houston_10_21_2023,2023-10-21,houston,texas,24.0,31.0,Win,https://texassports.com/sports/football/stats/2023/houston/boxscore/15534,2023
Holmes,Gavin,1,1,2,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,texas_houston_10_21_2023,2023-10-21,houston,texas,24.0,31.0,Win,https://texassports.com/sports/football/stats/2023/houston/boxscore/15534,2023
Murphy II,Byron,1,1,2,1.0,2,0,0,0.0,0.0,0.0,0,0,0,0,0,texas_houston_10_21_2023,2023-10-21,houston,texas,24.0,31.0,Win,https://texassports.com/sports/football/stats/2023/houston/boxscore/15534,2023
Sweat,T'Vondre,1,1,2,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,texas_houston_10_21_2023,2023-10-21,houston,texas,24.0,31.0,Win,https://texassports.com/sports/football/stats/2023/houston/boxscore/15534,2023
Guilbeau,Jaylon,1,0,1,0,0,0,0,0.0,0.0,0.0,1,0,0,0,0,texas_houston_10_21_2023,2023-10-21,houston,texas,24.0,31.0,Win,https://texassports.com/sports/football/stats/2023/houston/boxscore/15534,2023
Brooks,Terrance,0,1,1,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,texas_houston_10_21_2023,2023-10-21,houston,texas,24.0,31.0,Win,https://texassports.com/sports/football/stats/2023/houston/boxscore/15534,2023
Stone,Will,1,0,1,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,texas_houston_10_21_2023,2023-10-21,houston,texas,24.0,31.0,Win,https://texassports.com/sports/football/stats/2023/houston/boxscore/15534,2023
Tapp,J'Mond,0,1,1,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,texas_houston_10_21_2023,2023-10-21,houston,texas,24.0,31.0,Win,https://texassports.com/sports/football/stats/2023/houston/boxscore/15534,2023
Lefau,Liona,0,1,1,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,texas_houston_10_21_2023,2023-10-21,houston,texas,24.0,31.0,Win,https://texassports.com/sports/football/stats/2023/houston/boxscore/15534,2023
Wisner,Quintrevion,0,1,1,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,texas_houston_10_21_2023,2023-10-21,houston,texas,24.0,31.0,Win,https://texassports.com/sports/football/stats/2023/houston/boxscore/15534,2023
Broughton,Vernon,1,0,1,0,0,0,1,0.0,0.0,0.0,0,0,0,0,0,texas_houston_10_21_2023,2023-10-21,houston,texas,24.0,31.0,Win,https://texassports.com/sports/football/stats/2023/houston/boxscore/15534,2023
Sorrell,Barryn,1,0,1,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,texas_houston_10_21_2023,2023-10-21,houston,texas,24.0,31.0,Win,https://texassports.com/sports/football/stats/2023/houston/boxscore/15534,2023
Collins,Alfred,1,0,1,1.0,8,0,0,0.0,0.0,0.0,0,0,1.0,8,0,texas_houston_10_21_2023,2023-10-21,houston,texas,24.0,31.0,Win,https://texassports.com/sports/football/stats/2023/houston/boxscore/15534,2023
Worthy,Xavier,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,texas_houston_10_21_2023,2023-10-21,houston,texas,24.0,31.0,Win,https://texassports.com/sports/football/stats/2023/houston/boxscore/15534,2023
Baxter,CJ,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,texas_houston_10_21_2023,2023-10-21,houston,texas,24.0,31.0,Win,https://texassports.com/sports/football/stats/2023/houston/boxscore/15534,2023
Mitchell,Adonai,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,texas_houston_10_21_2023,2023-10-21,houston,texas,24.0,31.0,Win,https://texassports.com/sports/football/stats/2023/houston/boxscore/15534,2023
Red,Savion,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,texas_houston_10_21_2023,2023-10-21,houston,texas,24.0,31.0,Win,https://texassports.com/sports/football/stats/2023/houston/boxscore/15534,2023
Auburn,Bert,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,texas_houston_10_21_2023,2023-10-21,houston,texas,24.0,31.0,Win,https://texassports.com/sports/football/stats/2023/houston/boxscore/15534,2023
Ford,Jaylan,4,7,11,1.0,1,0,0,0.0,0.0,0.0,0,0,0,0,2,byu_texas_10_28_2023,2023-10-28,texas,byu,35.0,6.0,Win,https://texassports.com/sports/football/stats/2023/byu/boxscore/15535,2023
Williams Jr.,Derek,3,4,7,1.0,1,0,0,0.0,0.0,0.0,0,0,0,0,0,byu_texas_10_28_2023,2023-10-28,texas,byu,35.0,6.0,Win,https://texassports.com/sports/football/stats/2023/byu/boxscore/15535,2023
Sweat,T'Vondre,3,4,7,1.5,4,0,0,0.0,0.0,0.0,0,0,0,0,0,byu_texas_10_28_2023,2023-10-28,texas,byu,35.0,6.0,Win,https://texassports.com/sports/football/stats/2023/byu/boxscore/15535,2023
Barron,Jahdae,2,4,6,2.0,4,0,0,0.0,0.0,0.0,1,0,0,0,0,byu_texas_10_28_2023,2023-10-28,texas,byu,35.0,6.0,Win,https://texassports.com/sports/football/stats/2023/byu/boxscore/15535,2023
Hill Jr.,Anthony,4,1,5,1.0,1,0,0,0.0,0.0,0.0,1,0,0,0,1,byu_texas_10_28_2023,2023-10-28,texas,byu,35.0,6.0,Win,https://texassports.com/sports/football/stats/2023/byu/boxscore/15535,2023
Finkley,Justice,1,4,5,1.0,13,1,0,0.0,0.0,0.0,0,0,1.0,13,1,byu_texas_10_28_2023,2023-10-28,texas,byu,35.0,6.0,Win,https://texassports.com/sports/football/stats/2023/byu/boxscore/15535,2023
Blackwell Jr.,Morice,3,2,5,2.0,3,0,0,0.0,0.0,0.0,0,0,0,0,0,byu_texas_10_28_2023,2023-10-28,texas,byu,35.0,6.0,Win,https://texassports.com/sports/football/stats/2023/byu/boxscore/15535,2023
Brooks,Terrance,2,2,4,0,0,0,0,0.0,1.0,40.0,1,0,0,0,0,byu_texas_10_28_2023,2023-10-28,texas,byu,35.0,6.0,Win,https://texassports.com/sports/football/stats/2023/byu/boxscore/15535,2023
Taaffe,Michael,2,2,4,0,0,0,0,0.0,1.0,45.0,0,0,0,0,0,byu_texas_10_28_2023,2023-10-28,texas,byu,35.0,6.0,Win,https://texassports.com/sports/football/stats/2023/byu/boxscore/15535,2023
Thompson,Jerrin,1,3,4,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,byu_texas_10_28_2023,2023-10-28,texas,byu,35.0,6.0,Win,https://texassports.com/sports/football/stats/2023/byu/boxscore/15535,2023
Sorrell,Barryn,1,2,3,1.0,4,0,0,0.0,0.0,0.0,0,0,1.0,4,3,byu_texas_10_28_2023,2023-10-28,texas,byu,35.0,6.0,Win,https://texassports.com/sports/football/stats/2023/byu/boxscore/15535,2023
Gbenda,David,2,1,3,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,byu_texas_10_28_2023,2023-10-28,texas,byu,35.0,6.0,Win,https://texassports.com/sports/football/stats/2023/byu/boxscore/15535,2023
Crawford,Kitan,0,2,2,0,0,0,0,0.0,0.0,0.0,1,0,0,0,0,byu_texas_10_28_2023,2023-10-28,texas,byu,35.0,6.0,Win,https://texassports.com/sports/football/stats/2023/byu/boxscore/15535,2023
Bush,Jett,1,1,2,0.5,1,0,0,0.0,0.0,0.0,0,0,0,0,0,byu_texas_10_28_2023,2023-10-28,texas,byu,35.0,6.0,Win,https://texassports.com/sports/football/stats/2023/byu/boxscore/15535,2023
Muhammad,Malik,0,2,2,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,byu_texas_10_28_2023,2023-10-28,texas,byu,35.0,6.0,Win,https://texassports.com/sports/football/stats/2023/byu/boxscore/15535,2023
Holmes,Gavin,1,1,2,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,byu_texas_10_28_2023,2023-10-28,texas,byu,35.0,6.0,Win,https://texassports.com/sports/football/stats/2023/byu/boxscore/15535,2023
Stone,Will,2,0,2,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,byu_texas_10_28_2023,2023-10-28,texas,byu,35.0,6.0,Win,https://texassports.com/sports/football/stats/2023/byu/boxscore/15535,2023
Tapp,J'Mond,1,1,2,1.0,7,0,0,0.0,0.0,0.0,0,0,0,0,0,byu_texas_10_28_2023,2023-10-28,texas,byu,35.0,6.0,Win,https://texassports.com/sports/football/stats/2023/byu/boxscore/15535,2023
Guilbeau,Jaylon,0,1,1,0,0,0,0,0.0,0.0,0.0,1,0,0,0,0,byu_texas_10_28_2023,2023-10-28,texas,byu,35.0,6.0,Win,https://texassports.com/sports/football/stats/2023/byu/boxscore/15535,2023
Brice,X'Avion,1,0,1,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,byu_texas_10_28_2023,2023-10-28,texas,byu,35.0,6.0,Win,https://texassports.com/sports/football/stats/2023/byu/boxscore/15535,2023
Lefau,Liona,0,1,1,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,byu_texas_10_28_2023,2023-10-28,texas,byu,35.0,6.0,Win,https://texassports.com/sports/football/stats/2023/byu/boxscore/15535,2023
Brooks,Jonathon,1,0,1,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,byu_texas_10_28_2023,2023-10-28,texas,byu,35.0,6.0,Win,https://texassports.com/sports/football/stats/2023/byu/boxscore/15535,2023
Wisner,Quintrevion,0,1,1,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,byu_texas_10_28_2023,2023-10-28,texas,byu,35.0,6.0,Win,https://texassports.com/sports/football/stats/2023/byu/boxscore/15535,2023
Broughton,Vernon,0,1,1,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,byu_texas_10_28_2023,2023-10-28,texas,byu,35.0,6.0,Win,https://texassports.com/sports/football/stats/2023/byu/boxscore/15535,2023
Bledsoe,Jaray,0,1,1,0,0,0,1,0.0,0.0,0.0,0,0,0,0,0,byu_texas_10_28_2023,2023-10-28,texas,byu,35.0,6.0,Win,https://texassports.com/sports/football/stats/2023/byu/boxscore/15535,2023
Watts,Ryan,0,0,0,0,0,0,0,0.0,0.0,0.0,1,0,0,0,0,byu_texas_10_28_2023,2023-10-28,texas,byu,35.0,6.0,Win,https://texassports.com/sports/football/stats/2023/byu/boxscore/15535,2023
Murphy II,Byron,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,3,byu_texas_10_28_2023,2023-10-28,texas,byu,35.0,6.0,Win,https://texassports.com/sports/football/stats/2023/byu/boxscore/15535,2023
Worthy,Xavier,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,byu_texas_10_28_2023,2023-10-28,texas,byu,35.0,6.0,Win,https://texassports.com/sports/football/stats/2023/byu/boxscore/15535,2023
Mitchell,Adonai,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,byu_texas_10_28_2023,2023-10-28,texas,byu,35.0,6.0,Win,https://texassports.com/sports/football/stats/2023/byu/boxscore/15535,2023
Murphy,Maalik,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,byu_texas_10_28_2023,2023-10-28,texas,byu,35.0,6.0,Win,https://texassports.com/sports/football/stats/2023/byu/boxscore/15535,2023
Blue,Jaydon,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,byu_texas_10_28_2023,2023-10-28,texas,byu,35.0,6.0,Win,https://texassports.com/sports/football/stats/2023/byu/boxscore/15535,2023
Auburn,Bert,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,byu_texas_10_28_2023,2023-10-28,texas,byu,35.0,6.0,Win,https://texassports.com/sports/football/stats/2023/byu/boxscore/15535,2023
Watts,Ryan,7,1,8,0,0,0,0,0.0,0.0,0.0,1,0,0,0,0,kansasst._texas_11_4_2023,2023-11-04,texas,kansas st.,33.0,30.0,Win,https://texassports.com/sports/football/stats/2023/kansas-state/boxscore/15536,2023
Ford,Jaylan,4,4,8,1.5,2,0,1,0.0,0.0,0.0,0,0,0,0,0,kansasst._texas_11_4_2023,2023-11-04,texas,kansas st.,33.0,30.0,Win,https://texassports.com/sports/football/stats/2023/kansas-state/boxscore/15536,2023
Taaffe,Michael,4,3,7,0,0,0,0,0.0,1.0,0.0,0,0,0,0,0,kansasst._texas_11_4_2023,2023-11-04,texas,kansas st.,33.0,30.0,Win,https://texassports.com/sports/football/stats/2023/kansas-state/boxscore/15536,2023
Hill Jr.,Anthony,1,3,4,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,kansasst._texas_11_4_2023,2023-11-04,texas,kansas st.,33.0,30.0,Win,https://texassports.com/sports/football/stats/2023/kansas-state/boxscore/15536,2023
